Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,63.54999923706055,65.44999694824219,63.54999923706055,64.9749984741211,54.0999641418457,107294.0
2002-07-02,65.0,66.9749984741211,65.0,66.19999694824219,55.11991882324219,224240.0
2002-07-03,66.44999694824219,66.9000015258789,64.55000305175781,64.94999694824219,54.07913589477539,97578.0
2002-07-04,65.4000015258789,66.25,64.82499694824219,65.07499694824219,54.1832160949707,99150.0
2002-07-05,65.5,66.2249984741211,64.55000305175781,65.42500305175781,54.474639892578125,219024.0
2002-07-08,66.25,69.5,65.57499694824219,68.05000305175781,56.6602897644043,619238.0
2002-07-09,69.19999694824219,69.4749984741211,66.42500305175781,66.9000015258789,55.702762603759766,267182.0
2002-07-10,67.2249984741211,67.2249984741211,65.0250015258789,65.1500015258789,54.24567413330078,95100.0
2002-07-11,65.0,65.19999694824219,63.900001525878906,64.5250015258789,53.72526550292969,197056.0
2002-07-12,65.05000305175781,66.125,63.150001525878906,64.0250015258789,53.308963775634766,137764.0
2002-07-15,64.1500015258789,64.1500015258789,61.29999923706055,62.25,51.8310432434082,157412.0
2002-07-16,63.25,63.25,61.5,62.375,51.935123443603516,73214.0
2002-07-17,62.5,62.5,59.849998474121094,60.875,50.68617630004883,131692.0
2002-07-18,61.70000076293945,64.80000305175781,61.25,64.17500305175781,53.43385314941406,174322.0
2002-07-19,64.69999694824219,65.94999694824219,62.75,65.3499984741211,54.412193298339844,293544.0
2002-07-22,62.79999923706055,64.25,62.5,63.79999923706055,53.12163162231445,159256.0
2002-07-23,62.525001525878906,64.44999694824219,62.525001525878906,64.0999984741211,53.37141418457031,87750.0
2002-07-24,63.650001525878906,64.0,61.75,62.32500076293945,51.893497467041016,78882.0
2002-07-25,63.5,64.19999694824219,62.5,63.375,52.76774978637695,120256.0
2002-07-26,63.5,63.5,59.25,59.57500076293945,49.60377502441406,152200.0
2002-07-29,52.525001525878906,60.125,52.525001525878906,54.95000076293945,45.752872467041016,179162.0
2002-07-30,62.54999923706055,62.54999923706055,54.75,56.025001525878906,46.64794158935547,171770.0
2002-07-31,55.099998474121094,55.099998474121094,50.75,51.0,42.463993072509766,315748.0
2002-08-01,52.474998474121094,52.5,49.0,49.625,41.31913375854492,394458.0
2002-08-02,52.5,52.5,47.29999923706055,47.599998474121094,39.633056640625,178858.0
2002-08-05,48.900001525878906,49.0,47.75,48.099998474121094,40.04936981201172,206692.0
2002-08-06,48.275001525878906,49.0,45.599998474121094,46.95000076293945,39.09184646606445,450892.0
2002-08-07,48.375,51.20000076293945,47.849998474121094,49.95000076293945,41.58974075317383,634818.0
2002-08-08,50.5,52.04999923706055,48.349998474121094,48.849998474121094,40.673851013183594,456654.0
2002-08-09,49.04999923706055,50.32500076293945,48.5,49.32500076293945,41.06934356689453,239952.0
2002-08-12,49.95000076293945,50.70000076293945,49.125,49.67499923706055,41.36076354980469,163646.0
2002-08-13,50.25,50.79999923706055,49.775001525878906,50.099998474121094,41.714630126953125,101280.0
2002-08-14,49.92499923706055,50.5,49.525001525878906,50.20000076293945,41.79788589477539,110996.0
2002-08-15,50.20000076293945,50.20000076293945,50.20000076293945,50.20000076293945,41.79788589477539,0.0
2002-08-16,52.95000076293945,52.95000076293945,50.04999923706055,50.17499923706055,41.77707290649414,110180.0
2002-08-19,50.474998474121094,50.5,49.849998474121094,50.025001525878906,41.652183532714844,87556.0
2002-08-20,50.5,50.75,50.224998474121094,50.42499923706055,41.9852294921875,97342.0
2002-08-21,50.70000076293945,50.79999923706055,49.82500076293945,49.974998474121094,41.61054229736328,115268.0
2002-08-22,50.70000076293945,50.70000076293945,49.0,49.32500076293945,41.06934356689453,60410.0
2002-08-23,49.025001525878906,49.224998474121094,48.25,48.45000076293945,40.340797424316406,83316.0
2002-08-26,48.5,52.92499923706055,48.5,49.775001525878906,41.44403076171875,272426.0
2002-08-27,50.67499923706055,50.67499923706055,48.25,48.525001525878906,40.403236389160156,115742.0
2002-08-28,48.650001525878906,48.95000076293945,47.875,48.400001525878906,40.299156188964844,124822.0
2002-08-29,48.849998474121094,49.95000076293945,47.75,48.07500076293945,40.02855682373047,131684.0
2002-08-30,48.875,48.875,48.0,48.32500076293945,40.236717224121094,151302.0
2002-09-02,48.224998474121094,50.95000076293945,48.224998474121094,49.099998474121094,41.967552185058594,367026.0
2002-09-03,49.375,49.375,48.125,48.29999923706055,41.283756256103516,101302.0
2002-09-04,48.04999923706055,48.75,47.29999923706055,47.849998474121094,40.899131774902344,105816.0
2002-09-05,48.5,49.099998474121094,48.125,48.349998474121094,41.326499938964844,152176.0
2002-09-06,49.0,49.0,47.25,47.474998474121094,40.57861328125,118270.0
2002-09-09,48.70000076293945,48.70000076293945,46.54999923706055,46.70000076293945,39.916202545166016,55628.0
2002-09-10,46.70000076293945,46.70000076293945,46.70000076293945,46.70000076293945,39.916202545166016,0.0
2002-09-11,47.25,47.70000076293945,47.099998474121094,47.224998474121094,40.364925384521484,100552.0
